,review,label
111,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan cua hang phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh thom lau mui huong nam tinh se mua mau khac dung tiep,0
112,không test được code,1
113,khong test duoc code,1
114,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh néu dây kéo tốt hơn và ở bên trong đẹp hơn,0
115,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan cua hang phuc vu rat tot rat dang tien thoi gian giao hang rat nhanh neu day keo tot hon va o ben trong dep hon,0
116,ban ma không dua cap de sạc cai loa buon ban vay không ok cho lam không du phu kien,1
117,ban ma khong dua cap de sac cai loa buon ban vay khong ok cho lam khong du phu kien,1
118,áo đẹp như hình sẽ ủng hộ cửa hàng,0
119,ao dep nhu hinh se ung ho cua hang,0
120,giao hàng nhanh đóng gói cẩn thận hạn sử dụng mới tư vấn nhiệt tình positive,0
121,giao hang nhanh dong goi can than han su dung moi tu van nhiet tinh positive ,0
122,sao ghi là có quà mà nhận hàng không thấy quà vậy cửa hàng,1
123,sao ghi la co qua ma nhan hang khong thay qua vay cua hang,1
124,sản phẩm rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn độ bền thì phải dùng 1 thời gian mới biết được,0
125,san pham rat dep dong goi san pham rat dep va chac chan do ben thi phai dung 1 thoi gian moi biet duoc,0
126,chất lượng sản phẩm tuyệt vời hài lòng,0
127,chat luong san pham tuyet voi hai long,0
128,đóng gói cẩn thận chưa dùng đến chưa biết chất lượng ntn nhưng nhìn chung thì thấy khá là ổn,0
129,dong goi can than chua dung den chua biet chat luong ntn nhung nhin chung thi thay kha la on,0
130,xấu quá không như trong hình,1
131,xau qua khong nhu trong hinh,1
132,không nhận được dvd như quả ng cáo nội dung chỉ mang tính tham khảo thiếu phương pháp cụ thể,1
133,khong nhan duoc dvd nhu qua ng cao noi dung chi mang tinh tham khao thieu phuong phap cu the,1
134,hàng giao đúng hẹn và đẹp sản phẩm đạt mang rất êm positive,0
135,hang giao dung hen va dep san pham dat mang rat em positive,0
136,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng tư vấn nhiệt tình,0
137,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan cua hang tu van nhiet tinh,0
138,thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn chất lượng để dùng mới biết,0
139,thoi gian giao hang rat nhanh dong goi san pham rat dep va chac chan chat luong de dung moi biet,0
140,ổn ok,0
141,on ok,0
142,giày đep y hinh mình mang hơi rộng chút nhưng cột chặt lại thấy ok positive cám ơn,0
143,giay dep y hinh minh mang hoi rong chut nhung cot chat lai thay ok positive cam on,0
144,lần đầu tiên mà tui tìm chổ đánh giá để đánh giá sản phẩn sản phẩm cửa hàng trên cả tuyệt vời kểu này cửa hàng sẽ rất nhiều khách nhé chất lượng sản phẩm tuyệt vời,0
145,lan dau tien ma tui tim cho danh gia de danh gia san phan san pham cua hang tren ca tuyet voi keu nay cua hang se rat nhieu khach nhe chat luong san pham tuyet voi,0
146,hàng rất ưng ý sẽ ủng hộ cửa hàng nhiều hơn mỗi tội giao hàng ra hà nội xa nên hơi lâu xíu,0
147,hang rat ung y se ung ho cua hang nhieu hon moi toi giao hang ra ha noi xa nen hoi lau xiu,0
148,tốt lắm,0
149,tot lam,0
150,nhận được quà cảm ơn cửa hàng,0
151,nhan duoc qua cam on cua hang,0
152,chất lượng sản phẩm tuyệt vời cửa hàng rất thán thiện giao hàng siêu nhanh đặt sáng hôm trước sáng hôm sau có luôn sẽ ủng hộ cửa hàng dài dài,0
153,chat luong san pham tuyet voi cua hang rat than thien giao hang sieu nhanh dat sang hom truoc sang hom sau co luon se ung ho cua hang dai dai,0
154,mua 2 bọc tả tăng 2 gối hoa quả ma bị xé quà khuyến mãi ra thất vọng vậy đừng để tặng lam gì,1
155,mua 2 boc ta tang 2 goi hoa qua ma bi xe qua khuyen mai ra that vong vay dung de tang lam gi,1
156,giao hàng nhanh chất lượng tuyệt vời cảm ơn cửa hàng nhé,0
157,giao hang nhanh chat luong tuyet voi cam on cua hang nhe,0
158,mùi nhựa kinh quá không dám dùng,1
159,mui nhua kinh qua khong dam dung,1
160,cửa hàng giao hàng hơi lâu nhưng bù lại giày đi êm chân rất thích nên vẫn cho cửa hàng 5star,0
161,cua hang giao hang hoi lau nhung bu lai giay di em chan rat thich nen van cho cua hang 5star,0
162,đặt combo mà cửa hàng chỉ giao bánh gạo và sốt không thấy phô mai và chả cá đâucó trả lại tiền nhưng mua combo để có đầy đủ vâyh mà thiếu chả báo gì nhắn tin thì chưa thấy trả lời cửa hàng phục vụ rất kém,1
163,dat combo ma cua hang chi giao banh gao va sot khong thay pho mai va cha ca dauco tra lai tien nhung mua combo de co day du vayh ma thieu cha bao gi nhan tin thi chua thay tra loi cua hang phuc vu rat kem,1
164,hàng chuẩn rất đáng tiền lần sau mong cửa hàng chuẩn bị hàng nhanh hơn chút,0
165,hang chuan rat dang tien lan sau mong cua hang chuan bi hang nhanh hon chut,0
166,lần thứ 4 đặt đồng hồ ở cửa hàng rất hài lòng và an tâm,0
167,lan thu 4 dat dong ho o cua hang rat hai long va an tam,0
168,đóng gói giầy không cẩn thận 3 đôi giầy đóng vào 2 hộp lồng vào nhau tiết kiệm quá giầy không lót bẹp méo hết nhin rất xấu,1
169,dong goi giay khong can than 3 doi giay dong vao 2 hop long vao nhau tiet kiem qua giay khong lot bep meo het nhin rat xau,1
170,đóng gói cẩn thận nhưng nhân hơi ỉu,0
171,dong goi can than nhung nhan hoi iu,0
172,mua được với giá flash 5k kèm đôi gold đánh giá đôi này cổ giầy dễ chịu hơn không bị cọ xát gây khó chịu cả 2 đôi đi êm chân không nóng như giày tây 😌,0
173,mua duoc voi gia flash 5k kem doi gold danh gia doi nay co giay de chiu hon khong bi co xat gay kho chiu ca 2 doi di em chan khong nong nhu giay tay 😌,0
174,chì mềm màu đẹp,0
175,chi mem mau dep,0
176,nhận được hàng cái nào cũng ưng hết nhưng cửa hàng gửi thiếu đồ nhắn tin có trả lời là sẽ gửi bù lại cho mình nên cũng yên tâm chút,0
177,nhan duoc hang cai nao cung ung het nhung cua hang gui thieu do nhan tin co tra loi la se gui bu lai cho minh nen cung yen tam chut,0
178,hàng đẹp không bị lỗi gì cả positive,0
179,hang dep khong bi loi gi ca positive,0
180,không chạy được,1
181,khong chay duoc,1
182,hàng hạn sử dụng mới cửa hàng bọc gói hàng rất cẩn thận,0
183,hang han su dung moi cua hang boc goi hang rat can than,0
184,hàng giả mạo mà nói xuất xứ ở hồng không ng,1
185,hang gia mao ma noi xuat xu o hong khong ng,1
186,duoc dong hag đẹp,0
187,duoc dong hag dep,0
188,mình thích sản phẩm đã chọn tại sendo,0
189,minh thich san pham da chon tai sendo,0
190,vỏ chai xỉn màu trầy trụa nhìn như vỏ cũ xài lại nước có mùi hơi hôi,1
191,vo chai xin mau tray trua nhin nhu vo cu xai lai nuoc co mui hoi hoi,1
192,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng khá chậm,0
193,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan cua hang phuc vu rat tot thoi gian giao hang kha cham,0
194,chất lượng sản phẩm tuyệt vời đóng gói cẩn thận check hidentag 4 lần đều được cả 4 hàng chuẩn chuẩn chính hãng luôn mọi ng yên tâm mua nhá sẽ ủng hộ cửa hàng dài dài tuy nhiên nhắn tin cửa hàng trả lời hơi lâu cửa hàng mà cải thiện là hoàn hảo luôn,0
195,chat luong san pham tuyet voi dong goi can than check hidentag 4 lan deu duoc ca 4 hang chuan chuan chinh hang luon moi ng yen tam mua nha se ung ho cua hang dai dai tuy nhien nhan tin cua hang tra loi hoi lau cua hang ma cai thien la hoan hao luon,0
196,chất lượng sản phẩm tuyệt vời đóng gói hơi bưa còn lại mọi thứ đều tuyệt positive,0
197,chat luong san pham tuyet voi dong goi hoi bua con lai moi thu deu tuyet positive,0
198,chưa dùng nên chưa dgia bỏ vào ngăn mát tủ lạnh sao khăn vẫn khô rang,0
199,chua dung nen chua dgia bo vao ngan mat tu lanh sao khan van kho rang,0
200,chưa dùng nhưng thấy cũng ok,0
201,chua dung nhung thay cung ok,0
202,hàng thật ở ngoài giống mô tả rất đẹp,0
203,hang that o ngoai giong mo ta rat dep,0
204,mua mà không có vậy cửa hàng có giao hàng đâu lừa đảo hả,1
205,mua ma khong co vay cua hang co giao hang dau lua dao ha,1
206,hài lòng với sản phẩm,0
207,hai long voi san pham,0
208,mình mua 1 bộ 2cai a1 a2 lẻ vì bị chó cắnchủ cửa hàng siêu dễ th nhiệt tình hàm này rất tốt mình dùng được 2 tháng chưa chuyển biến nhiều nhưng có kết quả ạ mn kiên trì dùng a2 tầm 34 tháng và đeo a3 sẽ cứng hơn thấy kết quả rõ hơn mình khuyên các bạn nên mua 2 bộ vì để vệ sinh ạ mới dùng khá đau nhé,0
209,minh mua 1 bo 2cai a1 a2 le vi bi cho canchu cua hang sieu de th nhiet tinh ham nay rat tot minh dung duoc 2 thang chua chuyen bien nhieu nhung co ket qua a mn kien tri dung a2 tam 34 thang va deo a3 se cung hon thay ket qua ro hon minh khuyen cac ban nen mua 2 bo vi de ve sinh a moi dung kha dau nhe,0
210,thời gian giao hàng rất nhanh che thóp được 1 cái giống ảnh còn 2 cái còn lại hơi xấu 1 tí vẫn cho cửa hàng 5star vi hàng rẻ chất lượng,0
211,thoi gian giao hang rat nhanh che thop duoc 1 cai giong anh con 2 cai con lai hoi xau 1 ti van cho cua hang 5star vi hang re chat luong,0
212,sản phẩm không đúng với mẫu đặt trên chất lượng sản phẩm rất kém,1
213,san pham khong dung voi mau dat tren chat luong san pham rat kem,1
214,đơn giản 1 câu cân thiếu cân luôn cả túi bên ngoài chỉ hơn 900g 1 tí vậy bên trong chắc còn 800g cực ghét những ai cân thiếu flash sale chi rồi cân thiếu,1
215,don gian 1 cau can thieu can luon ca tui ben ngoai chi hon 900g 1 ti vay ben trong chac con 800g cuc ghet nhung ai can thieu flash sale chi roi can thieu,1
216,chất lượng sản phẩm tuyệt vời nhưng giao diện tiếng trung khó thao tác,0
217,chat luong san pham tuyet voi nhung giao dien tieng trung kho thao tac,0
218,cửa hàng e mal với ghtk làm trò mèo lừa dối khách hàng là thứ đồ bỏ rồi gọi cho cửa hàng không ai bắt máy khiếu nại cửa hàng e khoá tài khoản luôn giờ mở ra không mua được hàng xong phán không có căn cứ ghtk vu cho đã ký tên khi nhận hàng trong khi không được ký chữ nào gửi trả hàng không 1 ai liên hệ trao đổi,1
219,cua hang e mal voi ghtk lam tro meo lua doi khach hang la thu do bo roi goi cho cua hang khong ai bat may khieu nai cua hang e khoa tai khoan luon gio mo ra khong mua duoc hang xong phan khong co can cu ghtk vu cho da ky ten khi nhan hang trong khi khong duoc ky chu nao gui tra hang khong 1 ai lien he trao doi,1
220,cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,0
221,cua hang phuc vu rat tot chat luong san pham tuyet voi thoi gian giao hang rat nhanh,0
222,đặt màu đen giao màu cam hàng như hàng cũ chất lượng sản phẩm kém,1
223,dat mau den giao mau cam hang nhu hang cu chat luong san pham kem,1
224,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn mau rat đẹp se ug ho cửa hàng,0
225,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan mau rat dep se ug ho cua hang,0
226,haiz nói tủ 10l mà về đựng chưa được 6 lon bia tủ thì ít lạnh gần như là không lun thật hối hận khi mua sản phẩm này gửi hàng tào lao về rồi có mún đổi trả cũng không được,1
227,haiz noi tu 10l ma ve dung chua duoc 6 lon bia tu thi it lanh gan nhu la khong lun that hoi han khi mua san pham nay gui hang tao lao ve roi co mun doi tra cung khong duoc,1
228,đóng gói cẩn thận phục vụ chu đáo chất lượng sản phẩm quá ok cảm ơn cửa hàng về sản phẩm và quà tặng nhỏ nhiều lắm,0
229,dong goi can than phuc vu chu dao chat luong san pham qua ok cam on cua hang ve san pham va qua tang nho nhieu lam,0
230,tiki đóng gói sản phẩm rất tệ để trong thùng lại không bọc được một cái bọc để tránh dơ sách sách bị ướt lại còn rất dơ,1
231,tiki dong goi san pham rat te de trong thung lai khong boc duoc mot cai boc de tranh do sach sach bi uot lai con rat do,1
232,thời gian giao hàng rất nhanh chất lượng tương đối,0
233,thoi gian giao hang rat nhanh chat luong tuong doi,0
234,chất lượng sản phẩm rất kém hk dùng được,1
235,chat luong san pham rat kem hk dung duoc,1
236,nội dung chất lượng nhưng sách bị rời mất 10 trang ngay từ khi nhận hàng,1
237,noi dung chat luong nhung sach bi roi mat 10 trang ngay tu khi nhan hang,1
238,cần chú ý khâu đóng gói tránh hàng bị móp méo có thể chêm giấy carton vào để hạn chế lực tác động lúc vận chuyển,1
239,can chu y khau dong goi tranh hang bi mop meo co the chem giay carton vao de han che luc tac dong luc van chuyen,1
240,moi nhan hang ma mo không len đen,1
241,moi nhan hang ma mo khong len den,1
242,ship nhanh kinh khủng luôn đóng gói sản phẩm đẹp nữa chứ positive positive positive,0
243,ship nhanh kinh khung luon dong goi san pham dep nua chu positive positive positive,0
244,hạn sử dụng dài,0
245,han su dung dai,0
246,đóng gói sản phẩm chắc chắn khoá dây lỏng lẻo sau 3 ngay su dung da bi troc lop xi ben ngoai,1
247,dong goi san pham chac chan khoa day long leo sau 3 ngay su dung da bi troc lop xi ben ngoai,1
248,không có tâm,1
249,khong co tam,1
250,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền chỉ có điều đóng gói hơi sơ xài nói chung là ok,0
251,cua hang phuc vu rat tot thoi gian giao hang rat nhanh rat dang tien chi co dieu dong goi hoi so xai noi chung la ok,0
252,aw lúc đầu thấy giá giày rẻ hơn so với các cửa hàng khác nên bản thân có chút lo lắng nhưng khi nhận được giày rồi thì bất ngờ vì giày siêu ưng positive chất giày cũng không thể chê được 1 xíu nào positive có cơ hội sẽ tiếp tục ủng hộ chị chủ ạ positive,0
253,aw luc dau thay gia giay re hon so voi cac cua hang khac nen ban than co chut lo lang nhung khi nhan duoc giay roi thi bat ngo vi giay sieu ung positive chat giay cung khong the che duoc 1 xiu nao positive co co hoi se tiep tuc ung ho chi chu a positive,0
254,ok đấy nhưng xài 1 thời gian mới biết,0
255,ok day nhung xai 1 thoi gian moi biet,0
256,chất lượng sản phẩm tuyệt vời mình rất ưng sẽ ủng hộ cửa hàng dài dài positive,0
257,chat luong san pham tuyet voi minh rat ung se ung ho cua hang dai dai positive,0
258,chất liệu không thấm được mồ hôi măk không thích chút nào,1
259,chat lieu khong tham duoc mo hoi mak khong thich chut nao,1
260,toàn vỏ nagative,1
261,toan vo nagative,1
262,mua hàng đó giờ cũng nhiều lần ở cửa hàng chưa lần nào thất vọng như lần này hàng từ hà nội gửi về an giang mà không gói 1 cái bọc xốp nào mở ra xem thì phát hiện là hàng giả nước đổ ra đâu nữa chai nắp hở không vặn được nói là chụp hình gửi qua tn mình nhắn tin thì không trả lời chai bên phải là hàng giả của cửa hàng,1
263,mua hang do gio cung nhieu lan o cua hang chua lan nao that vong nhu lan nay hang tu ha noi gui ve an giang ma khong goi 1 cai boc xop nao mo ra xem thi phat hien la hang gia nuoc do ra dau nua chai nap ho khong van duoc noi la chup hinh gui qua tn minh nhan tin thi khong tra loi chai ben phai la hang gia cua cua hang,1
